FID,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Shape_Area,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM
730,0985069,SF,KY Division of Mine Permits,KGS Project,KY0985069,INACT,31137.41614,927546.8779,21.29354632,BROAD BOTTOM,RC,DIAMOND COAL CO,PIKEVILLE,  RV      05/25/1979,Released,1979-05-25,INTERIM,0985069
731,0985070,SF,KY Division of Mine Permits,KGS Project,KY0985070,INACT,2436.770457,45769.82192,1.050730531,LICK CREEK,FF,LITTLE BILL COAL CO INC,PIKEVILLE,  NW      12/21/1978,Released,1978-12-21,INTERIM,0985070
732,0985074,SF,KY Division of Mine Permits,KGS Project,KY0985074,INACT,1153.065711,73360.44041,1.684123976,BROAD BOTTOM,RC,TRANSCONTINENTAL COAL PROC INC,PIKEVILLE,  RV      11/30/1983  RV      07/12/1983  NW      09/20/1979,Released,1979-09-20,INTERIM,0985074
733,0985076,SF,KY Division of Mine Permits,KGS Project,KY0985076,INACT,3187.824631,97863.43258,2.246635275,BROAD BOTTOM,RC,COAL RUN COAL COMPANY INC,PIKEVILLE,  RV      07/16/1979,Released,1979-07-16,INTERIM,0985076
734,0985089,SF,KY Division of Mine Permits,KGS Project,KY0985089,INACT,2089.452965,94156.69482,2.161540285,META,FF,E & R COAL CO INC,PIKEVILLE,  NW      09/12/1979,Released,1979-09-12,INTERIM,0985089
735,0985090,SF,KY Division of Mine Permits,KGS Project,KY0985090,INACT,4592.722596,91057.09454,2.090383254,META,RC,TOPAZ COAL CO,PIKEVILLE,  NW      09/12/1979,Released,1979-09-12,INTERIM,0985090
736,0985099,SF,KY Division of Mine Permits,KGS Project,KY0985099,INACT,3396.51557,67707.99592,1.554361706,META,RC,BELFRY COAL CORPORATION,PIKEVILLE,  NW      10/08/1979,Released,1979-10-08,INTERIM,0985099
737,0985102,SF,KY Division of Mine Permits,KGS Project,KY0985102,INACT,1856.378202,57317.63388,1.315831815,BROAD BOTTOM,RC,BELFRY COAL CORPORATION,PIKEVILLE,  NW      11/13/1979,Released,1979-11-13,INTERIM,0985102
738,0985104,SF,KY Division of Mine Permits,KGS Project,KY0985104,INACT,5479.104148,153539.5252,3.524782488,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      11/02/1979,Released,1979-11-02,INTERIM,0985104
739,0985109,SF,KY Division of Mine Permits,KGS Project,KY0985109,INACT,3613.949807,124362.1507,2.854962138,VARNEY,RC,CASE COAL COMPANY,PIKEVILLE,  NW      02/26/1982,Released,1982-02-26,INTERIM,0985109
740,0985110,SF,KY Division of Mine Permits,KGS Project,KY0985110,INACT,4995.905779,98329.54543,2.257335754,VARNEY,RC,CASE COAL COMPANY,PIKEVILLE,  SU      07/16/1982,Released,1982-07-16,INTERIM,0985110
741,0985111,SF,KY Division of Mine Permits,KGS Project,KY0985111,INACT,34881.14503,939864.1499,21.57631198,VARNEY,RC,ROADSIDE COAL CO INC,PIKEVILLE,  NW      11/28/1979,Released,1979-11-28,INTERIM,0985111
742,0985127,SF,KY Division of Mine Permits,KGS Project,KY0985127,INACT,7008.166479,403949.8023,9.273411439,MILLARD,RC,IKE COAL COMPANY INC,PIKEVILLE,  NW      01/24/1980,Released,1980-01-24,INTERIM,0985127
743,0985128,SF,KY Division of Mine Permits,KGS Project,KY0985128,INACT,41545.04834,3368298.742,77.32549913,LICK CREEK,RC,UTILITY COALS COMPANY,PIKEVILLE,  RV      09/08/1981  NW      05/09/1980,Released,1980-05-09,INTERIM,0985128
744,0985134,SF,KY Division of Mine Permits,KGS Project,KY0985134,INACT,29819.11207,1210464.507,27.78844139,PIKEVILLE,RC,CHAPPERAL COAL CORP,PIKEVILLE,  MA      12/28/1987  RV      09/26/1983  AM      02/12/1982,Released,1980-05-15,INTERIM,0985134
745,0985135,SF,KY Division of Mine Permits,KGS Project,KY0985135,INACT,9035.965781,240278.2198,5.516028921,META,RC,BLUEGRASS RESOURCES CORP,PIKEVILLE,  NW      11/17/1980,Released,1980-11-17,INTERIM,0985135
746,0985137,SF,KY Division of Mine Permits,KGS Project,KY0985137,INACT,9449.997488,218189.3952,5.008939283,BROAD BOTTOM,RC,DIAMOND COAL CO,PIKEVILLE,  NW      04/18/1980,Released,1980-04-18,INTERIM,0985137
747,0985147,SF,KY Division of Mine Permits,KGS Project,KY0985147,INACT,3287.637065,105118.5869,2.4131907,LICK CREEK,RC,MULLINS & SONS COAL COMPANY INC,PIKEVILLE,  AM      12/03/1980  NW      07/30/1980,Released,1980-07-30,INTERIM,0985147
748,0985148,SF,KY Division of Mine Permits,KGS Project,KY0985148,INACT,8562.904618,223145.144,5.122707621,LICK CREEK,RC,MULLINS & SONS COAL COMPANY INC,PIKEVILLE,  RV      01/08/1987  NW      07/24/1980,Released,1980-07-24,INTERIM,0985148
749,0985149,SF,KY Division of Mine Permits,KGS Project,KY0985149,INACT,8593.533921,353684.509,8.119479085,BELFRY,RC,CHAPPERAL COAL CORP,PIKEVILLE,  AM      09/22/1982  AM      11/20/1980  RV      06/03/1980,Released,1980-03-27,INTERIM,0985149
750,0985151,SF,KY Division of Mine Permits,KGS Project,KY0985151,INACT,4752.949131,103363.9467,2.372909704,META,RC,ENDURO COAL CO,PIKEVILLE,  NW      04/16/1980,Released,1980-04-16,INTERIM,0985151
751,0985155,SF,KY Division of Mine Permits,KGS Project,KY0985155,INACT,18806.39051,369245.8639,8.476718638,MILLARD,RC,TRIPLE T COAL CO INC,PIKEVILLE,  MI      10/12/1987  NW      04/17/1980,Released,1980-04-17,INTERIM,0985155
752,0985161,SF,KY Division of Mine Permits,KGS Project,KY0985161,INACT,6643.19004,160607.3649,3.687037762,VARNEY,RC,CASE CARBON MINING,PIKEVILLE,  NW      04/09/1980,Released,1980-04-09,INTERIM,0985161
753,0985163,SF,KY Division of Mine Permits,KGS Project,KY0985163,INACT,1919.064938,36745.57346,0.843562292,MILLARD,RC,FAITH COAL SALES INC,PIKEVILLE,  NW      05/14/1980,Released,1980-05-14,INTERIM,0985163
754,0985165,SF,KY Division of Mine Permits,KGS Project,KY0985165,INACT,6142.76128,168914.9126,3.877752814,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      05/07/1980,Released,1980-05-07,INTERIM,0985165
755,0985170,SF,KY Division of Mine Permits,KGS Project,KY0985170,INACT,6249.95648,143883.6907,3.303115031,BELFRY,RC,DESKINS BRANCH COAL CO,PIKEVILLE,  NW      11/06/1980,Released,1980-11-06,INTERIM,0985170
756,0985172,SF,KY Division of Mine Permits,KGS Project,KY0985172,INACT,2706.924043,161694.2338,3.711988839,BROAD BOTTOM,RC,KENTUCKY COAL CO,PIKEVILLE,  RV      02/11/1982  NW      01/21/1981,Released,1981-01-21,INTERIM,0985172
757,0985173,SF,KY Division of Mine Permits,KGS Project,KY0985173,INACT,2618.915954,77232.67498,1.77301825,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  SU      06/10/1980,Released,1980-06-10,INTERIM,0985173
758,0985174,SF,KY Division of Mine Permits,KGS Project,KY0985174,INACT,888.2693278,43363.59331,0.995491123,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  SU      05/23/1980,Released,1980-05-23,INTERIM,0985174
759,0985190,SF,KY Division of Mine Permits,KGS Project,KY0985190,INACT,889.8969426,38870.90244,0.892353132,BROAD BOTTOM,FF,MAC COAL ENTERPRIZES,PIKEVILLE,  NW      09/25/1980,Released,1980-09-25,INTERIM,0985190
760,0985197,SF,KY Division of Mine Permits,KGS Project,KY0985197,INACT,15129.84368,299632.9568,6.87862619,META,RC,CALL & RAMSEY COAL CO INC,PIKEVILLE,  RV      03/12/1984  NW      08/05/1980,Released,1980-08-05,INTERIM,0985197
761,0985204,SF,KY Division of Mine Permits,KGS Project,KY0985204,INACT,3657.91006,81863.9782,1.879338342,MILLARD,RC,FAITH COAL SALES INC,PIKEVILLE,  NW      10/07/1980,Released,1980-10-07,INTERIM,0985204
762,0985206,SF,KY Division of Mine Permits,KGS Project,KY0985206,INACT,10073.66276,833667.9793,19.13838336,PIKEVILLE,RC,MAC MINING CO,PIKEVILLE,  RV      01/26/1983  NW      09/29/1980,Released,1980-09-29,INTERIM,0985206
763,0985221,SF,KY Division of Mine Permits,KGS Project,KY0985221,INACT,13689.36844,278041.5605,6.382955935,PIKEVILLE,RC,CHAPPERAL COAL CORP,PIKEVILLE,  NW      09/23/1981,Released,1981-09-23,INTERIM,0985221
764,0985224,SF,KY Division of Mine Permits,KGS Project,KY0985224,INACT,2929.089348,113176.9651,2.598185608,LICK CREEK,RC,JESSE BRANCH COAL CO,PIKEVILLE,  NW      10/13/1980,Released,1980-10-13,INTERIM,0985224
765,0985231,SF,KY Division of Mine Permits,KGS Project,KY0985231,INACT,10220.97981,236575.3709,5.431023207,LICK CREEK,RC,JESSE BRANCH COAL CO,PIKEVILLE,  NW      11/10/1980,Released,1980-11-10,INTERIM,0985231
766,0985247,SF,KY Division of Mine Permits,KGS Project,KY0985247,INACT,1648.636797,86397.00631,1.983402349,LICK CREEK,RC,MCCOY ELKHORN COAL CORPORATION,PIKEVILLE,  NW      01/23/1981,Released,1981-01-23,INTERIM,0985247
767,0985252,SF,KY Division of Mine Permits,KGS Project,KY0985252,INACT,7071.20769,346005.0919,7.943183928,BROAD BOTTOM,RC,B X CORPORATION,PIKEVILLE,  SU      05/16/1984  RV      02/25/1983  NW      01/22/1981,Released,1981-01-22,INTERIM,0985252
768,0985256,SF,KY Division of Mine Permits,KGS Project,KY0985256,INACT,1872.991406,93928.99543,2.156313026,MILLARD,RC,LONG FORK COAL CORP,PIKEVILLE,  NW      12/23/1980,Released,1980-12-23,INTERIM,0985256
769,0985257,SF,KY Division of Mine Permits,KGS Project,KY0985257,INACT,7840.692144,303817.5281,6.974690728,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  SU      12/29/1980,Released,1980-12-29,INTERIM,0985257
770,0985262,SF,KY Division of Mine Permits,KGS Project,KY0985262,INACT,5206.139776,126296.9178,2.899378278,JAMBOREE,RC,KENTUCKY CARBON CORPORATION,PIKEVILLE,  NW      02/02/1981,Released,1981-02-02,INTERIM,0985262
771,0985264,SF,KY Division of Mine Permits,KGS Project,KY0985264,INACT,36704.93425,808973.9254,18.57148589,LICK CREEK,RC,JESSE BRANCH COAL CO,PIKEVILLE,  AM      07/30/1981  NW      01/19/1981,Released,1981-01-19,INTERIM,0985264
772,0985268,SF,KY Division of Mine Permits,KGS Project,KY0985268,INACT,9284.156262,307347.2866,7.055722834,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  RV      01/19/1982  NW      01/20/1981,Released,1981-01-20,INTERIM,0985268
773,0985270,SF,KY Division of Mine Permits,KGS Project,KY0985270,INACT,1921.981553,102877.912,2.361751883,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      01/19/1981,Released,1981-01-19,INTERIM,0985270
774,0985274,SF,KY Division of Mine Permits,KGS Project,KY0985274,INACT,6070.442067,150449.0027,3.453833854,MILLARD,RC,FAITH COAL SALES INC,PIKEVILLE,  NW      03/12/1981,Released,1981-03-12,INTERIM,0985274
775,0985276,SF,KY Division of Mine Permits,KGS Project,KY0985276,INACT,8577.276271,171718.1641,3.942106613,META,RC,COMER-DAVIDSON COAL COMPANY,PIKEVILLE,  SU      04/07/1982,Released,1982-04-07,INTERIM,0985276
776,0985282,SF,KY Division of Mine Permits,KGS Project,KY0985282,INACT,6392.032641,201225.2,4.61949495,PIKEVILLE,RC,RATLIFF CR COAL CO,PIKEVILLE,  RV      05/31/1983  NW      04/30/1981,Released,1981-04-30,INTERIM,0985282
777,0985295,SF,KY Division of Mine Permits,KGS Project,KY0985295,INACT,3847.536659,88473.07931,2.031062427,BELFRY,RC,UTILITY COALS COMPANY,PIKEVILLE,  NW      06/30/1982,Released,1982-06-30,INTERIM,0985295
778,0985297,SF,KY Division of Mine Permits,KGS Project,KY0985297,INACT,8974.697514,268995.5151,6.175287307,BELFRY,RC,MELISSA COAL INC,PIKEVILLE,  NW      02/09/1981,Released,1981-02-09,INTERIM,0985297
779,0985298,SF,KY Division of Mine Permits,KGS Project,KY0985298,INACT,3008.251534,59056.06444,1.35574069,JAMBOREE,RC,JESSE BRANCH COAL CO,PIKEVILLE,  RV      10/20/1981  NW      02/27/1981,Released,1981-02-27,INTERIM,0985298
780,0985306,SF,KY Division of Mine Permits,KGS Project,KY0985306,INACT,5834.380009,177003.5037,4.063441315,BROAD BOTTOM,RC,PETER FORK MINING COMPANY,PIKEVILLE,  NW      03/10/1981,Released,1981-03-10,INTERIM,0985306
781,0985308,SF,KY Division of Mine Permits,KGS Project,KY0985308,INACT,2891.759338,120525.7365,2.766890186,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      05/01/1981,Released,1981-05-01,INTERIM,0985308
782,0985323,SF,KY Division of Mine Permits,KGS Project,KY0985323,INACT,16098.6666,486277.932,11.16340523,PIKEVILLE,RC,CHAPPERAL COAL CORP,PIKEVILLE,  MI      11/24/1987  RV      12/13/1983  NW      06/12/1981,Released,1981-06-12,INTERIM,0985323
783,0985324,SF,KY Division of Mine Permits,KGS Project,KY0985324,INACT,3502.28431,111985.4147,2.570831376,MILLARD,RC,ROWE & WARD COAL CO INC,PIKEVILLE,  SU      06/05/1981,Released,1981-06-05,INTERIM,0985324
784,0985326,SF,KY Division of Mine Permits,KGS Project,KY0985326,INACT,2896.673924,110793.931,2.543478673,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      09/08/1981,Released,1981-09-08,INTERIM,0985326
785,0985331,SF,KY Division of Mine Permits,KGS Project,KY0985331,INACT,1315.307171,39015.51424,0.895672962,META,FF,SPACE COAL INC,PIKEVILLE,  NW      08/24/1981,Released,1981-08-24,INTERIM,0985331
786,0985340,SF,KY Division of Mine Permits,KGS Project,KY0985340,INACT,2849.589309,212957.617,4.888834183,BROAD BOTTOM,RC,PUMA COAL CO INC,PIKEVILLE,  NW      09/18/1981,Released,1981-09-18,INTERIM,0985340
787,0985343,SF,KY Division of Mine Permits,KGS Project,KY0985343,INACT,14045.27377,303229.8414,6.961199296,THOMAS,FF,OMNI COAL COMPANY,PIKEVILLE,  NW      09/03/1981,Released,1981-09-03,INTERIM,0985343
788,0985345,SF,KY Division of Mine Permits,KGS Project,KY0985345,INACT,12434.55882,535380.4219,12.29064329,META,FF,OMNI COAL COMPANY,PIKEVILLE,  RV      01/06/1983  NW      09/28/1981,Released,1981-09-28,INTERIM,0985345
789,0985346,SF,KY Division of Mine Permits,KGS Project,KY0985346,INACT,8608.213161,233209.7573,5.353759351,MILLARD,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  NW      09/29/1981,Released,1981-09-29,INTERIM,0985346
790,0985347,SF,KY Division of Mine Permits,KGS Project,KY0985347,INACT,3110.291933,130859.2243,3.004114423,MILLARD,RC,UTILITY COALS COMPANY,PIKEVILLE,  NW      11/11/1981,Released,1981-11-11,INTERIM,0985347
791,0985348,SF,KY Division of Mine Permits,KGS Project,KY0985348,INACT,1693.929879,55161.24636,1.26632797,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      12/17/1981,Released,1981-12-17,INTERIM,0985348
792,0985353,SF,KY Division of Mine Permits,KGS Project,KY0985353,INACT,2503.130497,91060.42213,2.090459645,META,RC,NUKITT COAL COMPANY,PIKEVILLE,  RV      06/24/1985  NW      12/10/1981,Released,1981-12-10,INTERIM,0985353
793,0985354,SF,KY Division of Mine Permits,KGS Project,KY0985354,INACT,14356.16447,469587.425,10.78024392,VARNEY,RC,BIG RIDGE COAL CO,PIKEVILLE,  NW      11/10/1981,Released,1981-11-10,INTERIM,0985354
794,0985356,SF,KY Division of Mine Permits,KGS Project,KY0985356,INACT,12312.96697,301261.1282,6.916003861,MILLARD,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  RV      03/31/1982  NW      12/29/1981,Released,1981-12-29,INTERIM,0985356
795,0985357,SF,KY Division of Mine Permits,KGS Project,KY0985357,INACT,4646.907344,424367.8417,9.742145126,META,RC,KNOB FORK MINING CO INC,PIKEVILLE,  RV      05/04/1982  NW      11/18/1981,Released,1981-11-18,INTERIM,0985357
796,0985362,SF,KY Division of Mine Permits,KGS Project,KY0985362,INACT,2737.18676,141684.0053,3.252617201,META,FF,BLACKBURN COAL CORP,PIKEVILLE,  RV      11/18/1982  NW      11/11/1981,Released,1981-11-11,INTERIM,0985362
797,0985376,SF,KY Division of Mine Permits,KGS Project,KY0985376,INACT,2200.93424,89586.65348,2.056626572,PIKEVILLE,RC,CLARK ELKHORN COAL COMPANY,PIKEVILLE,  NW      01/27/1982,Released,1982-01-27,INTERIM,0985376
798,0985384,SF,KY Division of Mine Permits,KGS Project,KY0985384,INACT,4345.312148,354307.5168,8.133781376,BROAD BOTTOM,RC,QUADRANGLE LAND CO INC,PIKEVILLE,  NW      01/18/1982,Released,1982-01-18,INTERIM,0985384
799,0985394,SF,KY Division of Mine Permits,KGS Project,KY0985394,INACT,1337.662664,69622.14391,1.598304498,META,RC,CANADA COAL COMPANY INC,PIKEVILLE,  NW      06/01/1982,Released,1982-06-01,INTERIM,0985394
800,0985403,SF,KY Division of Mine Permits,KGS Project,KY0985403,INACT,6018.207229,273424.8838,6.276971621,BROAD BOTTOM,RC,COAL RUN COAL COMPANY INC,PIKEVILLE,  NW      07/09/1982,Released,1982-07-09,INTERIM,0985403
801,0985408,SF,KY Division of Mine Permits,KGS Project,KY0985408,INACT,4704.411384,260055.9441,5.970062995,PIKEVILLE,RC,CHAPPERAL COAL CORP,PIKEVILLE,  RV      02/04/1983  NW      04/06/1982,Released,1982-04-06,INTERIM,0985408
802,0985420,SF,KY Division of Mine Permits,KGS Project,KY0985420,INACT,7994.848969,268728.9713,6.169168303,BELFRY,RC,ST JOHNSBURY MINING CORP,PIKEVILLE,  RV      02/17/1983  NW      04/19/1982,Released,1982-04-19,INTERIM,0985420
803,0985437,SF,KY Division of Mine Permits,KGS Project,KY0985437,INACT,7073.233444,284487.4989,6.530934319,META,RC,STANDARD ELKHORN MINERALS CORP,PIKEVILLE,  NW      04/28/1982,Released,1982-04-28,INTERIM,0985437
804,0985438,SF,KY Division of Mine Permits,KGS Project,KY0985438,INACT,7681.398004,183541.2035,4.21352625,META,RC,STANDARD ELKHORN MINERALS CORP,PIKEVILLE,  NW      06/09/1982,Released,1982-06-09,INTERIM,0985438
805,0985440,SF,KY Division of Mine Permits,KGS Project,KY0985440,INACT,5033.42269,116359.2701,2.671241278,META,RC,UTILITY COALS COMPANY,PIKEVILLE,  NW      06/15/1982,Released,1982-06-15,INTERIM,0985440
806,0985445,SF,KY Division of Mine Permits,KGS Project,KY0985445,INACT,1757.176746,51755.36619,1.18813972,META,RC,STANDARD ELKHORN MINERALS CORP,PIKEVILLE,  NW      06/16/1982,Released,1982-06-16,INTERIM,0985445
807,0985446,SF,KY Division of Mine Permits,KGS Project,KY0985446,INACT,6082.639492,196980.4096,4.52204797,META,RC,STANDARD ELKHORN MINERALS CORP,PIKEVILLE,  NW      06/01/1982,Released,1982-06-01,INTERIM,0985446
808,0985447,SF,KY Division of Mine Permits,KGS Project,KY0985447,INACT,9504.26287,280433.9919,6.437878603,META,RC,INGRAM COAL COMPANY,PIKEVILLE,  NW      07/17/1982,Released,1982-07-17,INTERIM,0985447
809,0985452,SF,KY Division of Mine Permits,KGS Project,KY0985452,INACT,9581.303382,203285.4776,4.666792414,THOMAS,FF,OMNI COAL COMPANY,PIKEVILLE,  NW      07/01/1982,Released,1982-07-01,INTERIM,0985452
810,0985453,SF,KY Division of Mine Permits,KGS Project,KY0985453,INACT,13707.93639,361738.1039,8.304364186,BROAD BOTTOM,RC,TRANSCONTINENTAL COAL PROC INC,PIKEVILLE,  RV      12/21/1983  RV      06/22/1983  RV      01/18/1983,Released,1982-07-16,INTERIM,0985453
811,0985454,SF,KY Division of Mine Permits,KGS Project,KY0985454,INACT,1616.690319,30975.33366,0.711095814,META,RC,INGRAM COAL COMPANY,PIKEVILLE,  NW      07/12/1982,Released,1982-07-12,INTERIM,0985454
812,0985468,SF,KY Division of Mine Permits,KGS Project,KY0985468,INACT,4665.568188,92705.16038,2.128217639,META,RC,T J CONSTR CO,PIKEVILLE,  NW      07/14/1982,Released,1982-07-14,INTERIM,0985468
813,0985476,SF,KY Division of Mine Permits,KGS Project,KY0985476,INACT,14130.49541,278543.3751,6.394476012,THOMAS,RC,DELTA ENERGY CORP,PIKEVILLE,  NW      07/19/1982,Released,1982-07-19,INTERIM,0985476
814,0985480,SF,KY Division of Mine Permits,KGS Project,KY0985480,INACT,373.1084341,7243.755885,0.166293753,THOMAS,RC,HIGH STEAM COAL CORP,PIKEVILLE,  NW      07/19/1982,Released,1982-07-19,INTERIM,0985480
815,0985483,SF,KY Division of Mine Permits,KGS Project,KY0985483,INACT,8485.316271,208043.2242,4.776015248,META,RC,UTILITY COALS COMPANY,PIKEVILLE,  SU      07/01/1982,Released,1982-07-01,INTERIM,0985483
816,0985484,SF,KY Division of Mine Permits,KGS Project,KY0985484,INACT,3286.767766,62622.05105,1.437604478,META,RC,STANDARD ELKHORN MINERALS CORP,PIKEVILLE,  NW      07/16/1982,Released,1982-07-16,INTERIM,0985484
817,0985491,SF,KY Division of Mine Permits,KGS Project,KY0985491,INACT,916.5728454,22833.45891,0.524184089,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  RV      07/19/1983  NW      07/17/1982,Released,1982-07-17,INTERIM,0985491
818,0985492,SF,KY Division of Mine Permits,KGS Project,KY0985492,INACT,856.0197916,36264.59932,0.832520645,META,RC,HICKORY HILL DEVELOPMENT CORP,PIKEVILLE,  NW      07/19/1982,Released,1982-07-19,INTERIM,0985492
819,0985501,SF,KY Division of Mine Permits,KGS Project,KY0985501,INACT,2406.160101,95363.53529,2.18924553,BROAD BOTTOM,RC,B X CORPORATION,PIKEVILLE,  SU      05/16/1984  NW      08/06/1982,Released,1982-08-06,INTERIM,0985501
820,0985505,SF,KY Division of Mine Permits,KGS Project,KY0985505,INACT,91639.36496,3527972.81,80.99111134,PIKEVILLE,RC,RATLIFF CR COAL CO,PIKEVILLE,  NW      07/19/1982,Released,1982-07-19,INTERIM,0985505
821,0987009,SF,KY Division of Mine Permits,KGS Project,KY0987009,INACT,67248.0408,1355819.803,31.12533982,BROAD BOTTOM,RC,TRANSCONTINENTAL COAL PROC INC,PIKEVILLE,  RV      07/12/1983  NW      07/24/1981,Released,1981-07-24,INTERIM,0987009
822,0987011,SF,KY Division of Mine Permits,KGS Project,KY0987011,INACT,28333.21897,548853.1105,12.59993367,BROAD BOTTOM,RC,PUMA INC,PIKEVILLE,  NW      07/16/1982,Released,1982-07-16,INTERIM,0987011
823,0988005,SF,KY Division of Mine Permits,KGS Project,KY0988005,INACT,26058.94374,2006940.746,46.07301988,PIKEVILLE,RC,CHAPPERAL COAL CORP,PIKEVILLE,  RV      03/02/1983  AM      07/19/1982  NW      08/29/1979,Released,1979-08-29,INTERIM,0988005
824,0988007,SF,KY Division of Mine Permits,KGS Project,KY0988007,INACT,14846.975,1497974.16,34.38875482,PIKEVILLE,RC,MAC MINING CO,PIKEVILLE,  NW      11/07/1979,Released,1979-11-07,INTERIM,0988007
825,0988009,SF,KY Division of Mine Permits,KGS Project,KY0988009,INACT,4847.967946,94661.41307,2.173127022,META,RC,PLENTY OF COAL CO INC,PIKEVILLE,  NW      11/10/1980,Released,1980-11-10,INTERIM,0988009
826,0988026,SF,KY Division of Mine Permits,KGS Project,KY0988026,INACT,9574.263478,881561.5613,20.23786872,META,FF,BLACKBURN COAL CORP,PIKEVILLE,  RV      04/24/1984  NW      07/16/1982,Released,1982-07-16,INTERIM,0988026
827,0989016,SF,KY Division of Mine Permits,KGS Project,KY0989016,INACT,7846.804582,812076.9165,18.64272076,MILLARD,RC,COAL PREPARATION INC,PIKEVILLE,  NW      10/16/1981,Released,1981-10-16,INTERIM,0989016
828,2360186,SF,KY Division of Mine Permits,KGS Project,KY2360186,INACT,16324.51736,654463.8325,15.02442223,HAROLD,RC,CONN & HAYES MINING COMPANY,PRESTONSBURG,  AM      04/02/1982  AM      05/11/1981  RN      12/30/1974,Released,1974-12-30,INTERIM,2360186
829,2365012,SF,KY Division of Mine Permits,KGS Project,KY2365012,INACT,3838.717692,75333.38913,1.729416647,PIKEVILLE,RC,PETER FORK MINING COMPANY,PRESTONSBURG,  RV      12/12/1983  NW      03/28/1979,Released,1979-03-28,INTERIM,2365012
830,2365022,SF,KY Division of Mine Permits,KGS Project,KY2365022,INACT,540.3524323,9207.008626,0.211363834,MCDOWELL,RC,MITCHELL BRANCH MINING CO,PRESTONSBURG,  NW      04/19/1979,Released,1979-04-19,INTERIM,2365022
831,2365029,SF,KY Division of Mine Permits,KGS Project,KY2365029,INACT,1864.475281,71663.08196,1.645157988,MCDOWELL,RC,ENSOL COAL CO INC,PRESTONSBURG,  AM      04/27/1981  NW      04/10/1979,Released,1979-04-10,INTERIM,2365029
832,2365031,SF,KY Division of Mine Permits,KGS Project,KY2365031,INACT,7812.341227,441019.9519,10.12442497,MCDOWELL,RC,TRYWAY COAL CO,PRESTONSBURG,  AM      04/23/1981  AM      04/05/1979,Released,1979-04-05,INTERIM,2365031
833,2365051,SF,KY Division of Mine Permits,KGS Project,KY2365051,INACT,7373.740205,147144.8068,3.377979954,PIKEVILLE,RC,K C ROGERS COAL CO INC,PRESTONSBURG,  NW      08/02/1979,Released,1979-08-02,INTERIM,2365051
834,2365056,SF,KY Division of Mine Permits,KGS Project,KY2365056,INACT,4067.502768,79323.79673,1.8210238,MCDOWELL,RC,MINK BRANCH COAL CO,PRESTONSBURG,  NW      11/29/1979,Released,1979-11-29,INTERIM,2365056
835,2365067,SF,KY Division of Mine Permits,KGS Project,KY2365067,INACT,836.3142292,15143.53196,0.347647658,MCDOWELL,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  NW      03/09/1979,Released,1979-03-09,INTERIM,2365067
836,2365070,SF,KY Division of Mine Permits,KGS Project,KY2365070,INACT,2072.601246,39773.69375,0.913078369,PIKEVILLE,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  NW      07/20/1979,Released,1979-07-20,INTERIM,2365070
837,2365071,SF,KY Division of Mine Permits,KGS Project,KY2365071,INACT,1163.256087,36099.88678,0.828739366,HAROLD,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  NW      06/13/1979,Released,1979-06-13,INTERIM,2365071
838,2365081,SF,KY Division of Mine Permits,KGS Project,KY2365081,INACT,11481.70547,305093.0629,7.003972977,MCDOWELL,RC,EXPORT MINING CO,PRESTONSBURG,  NW      06/12/1979,Released,1979-06-12,INTERIM,2365081
839,2365082,SF,KY Division of Mine Permits,KGS Project,KY2365082,INACT,1986.405464,38138.17713,0.875532074,MCDOWELL,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  AM      11/24/1980  NW      06/11/1979,Released,1979-06-11,INTERIM,2365082
840,2365083,SF,KY Division of Mine Permits,KGS Project,KY2365083,INACT,961.1772685,17626.45049,0.404647624,MCDOWELL,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  NW      06/12/1979,Released,1979-06-12,INTERIM,2365083
